reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test
AHMMPS_1,air_c + h2o_c --> 4ahmmp_c + gcald_c + 0.5 o2_c + pi_c,ok,ok,ok,ok,ok
AI2K,atp_c + dhptd_c --> adp_c + dhptdp_c + h_c,ok,ok,ok,ok,ok
AI2abcpp,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c,ok,ok,ok,ok,ok
AI2tex,mththf_e <=> mththf_p,ok,ok,ok,ok,ok
AI2tpp,mththf_c --> mththf_p,ok,ok,ok,ok,ok
AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,ok,ok,ok,ok,ok
AIRC2,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
AIRC3,5aizc_c <=> 5caiz_c,ok,ok,ok,ok,ok
AIRCr,air_c + co2_c <=> 5aizc_c + h_c,ok,ok,ok,ok,ok
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,ok,ok,ok,ok,ok
AKGt2rpp,akg_p + h_p --> akg_c + h_c,ok,ok,ok,ok,ok
AKGtex,akg_e <=> akg_p,ok,ok,ok,ok,ok
ALAALAD,alaala_c + h2o_c --> 2.0 ala__D_c,ok,ok,ok,ok,ok
ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAALAtex,alaala_e <=> alaala_p,ok,ok,ok,ok,ok
ALAGLNtr,ala_gln_e + atp_c + h2o_c --> adp_c + ala_gln_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAGLUE,LalaDglu_c <=> LalaLglu_c,ok,ok,ok,ok,ok
ALAGLUabcpp,LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAGLYtr,alagly_e + atp_c + h2o_c --> adp_c + alagly_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAHIStr,ala_his_e + atp_c + h2o_c --> adp_c + ala_his_c + h_c + pi_c,ok,ok,ok,ok,ok
ALALEUt,ala_leu_e + atp_c + h2o_c --> adp_c + ala_leu_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAR,ala__L_c <=> ala__D_c,ok,ok,ok,ok,ok
ALATA_D,akg_c + ala__D_c <=> glu__D_c + pyr_c,ok,ok,ok,ok,ok
ALATA_D2,ala__D_c + pydx5p_c --> pyam5p_c + pyr_c,ok,ok,ok,ok,ok
ALATA_L,akg_c + ala__L_c <=> glu__L_c + pyr_c,ok,ok,ok,ok,ok
ALATA_L2,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c,ok,ok,ok,ok,ok
ALATHRtr,ala_L_thr__L_e + atp_c + h2o_c --> adp_c + ala_L_thr__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAabc,ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,ok,ok,ok,ok,ok
ALAt4pp,ala__L_p + na1_p --> ala__L_c + na1_c,ok,ok,ok,ok,ok
ALAtex,ala__L_e <=> ala__L_p,ok,ok,ok,ok,ok
ALAtpp,ala__L_c --> ala__L_p,ok,ok,ok,ok,ok
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,ok,ok,ok,ALCD19y,ok
ALCD19y,glyald_c + h_c + nadph_c <=> glyc_c + nadp_c,ok,ok,ok,ALCD19,ok
ALCD22_L,lald__L_c + nad_c <=> h_c + mthgxl_c + nadh_c,ok,ok,ok,ok,ok
ALCD2ir,acald_c + h_c + nadh_c <=> etoh_c + nad_c,ok,ALCD2x,ALCD2x,ok,ok
ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c,ok,ALCD2ir,ALCD2ir,ok,ok
ALCDpp,etoh_p + pqq_p --> acald_p + pqqh2_p,ok,ok,ok,ok,ok
ALDD1,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
ALDD19xr,h2o_c + nad_c + pacald_c <=> 2.0 h_c + nadh_c + pac_c,ok,ok,ok,ok,ok
ALDD20x,h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,ok,ok,ok,ALDD20y,ok
ALDD20y,h2o_c + id3acald_c + nadp_c --> 2.0 h_c + ind3ac_c + nadph_c,ok,ok,ok,ALDD20x,ok
ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,ok,ok,ok,ALDD2y,ok
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,ok,ok,ok,ALDD2x,ok
ALDD31,aacald_c + h2o_c + nad_c <=> gly_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,ok,ok,ok,ok,ok
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok
ALKP,dhap_c + h2o_c --> dha_c + pi_c,ok,ok,ok,ok,ok
ALLK,all__D_c + atp_c --> adp_c + all6p_c + h_c,ok,ok,ok,ok,ok
ALLPI,all6p_c <=> allul6p_c,ok,ok,ok,ok,ok
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,ok,ok,ok,ok,ok
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,ok,ok,ok,ok,ok
ALLTNt2rpp,alltn_p + h_p --> alltn_c + h_c,ok,ok,ok,ok,ok
ALLTNtex,alltn_e <=> alltn_p,ok,ok,ok,ok,ok
ALLULPE,allul6p_c <=> f6p_c,ok,ok,ok,ok,ok
ALLabcpp,all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,ok,ok,ok,ok,ok
ALLtex,all__D_e <=> all__D_p,ok,ok,ok,ok,ok
ALPHNH,allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c,ok,ok,ok,ok,ok
ALR2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,ok,ok,ok,ok,ok
ALR4x,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c,ok,ok,ok,ok,ok
ALTRH,altrn_c --> 2ddglcn_c + h2o_c,ok,ok,ok,ok,ok
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,ok,ok,ok,ok,ok
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,ok,ok,ok,ok,ok
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,ok,ok,ok,ok,ok
AMALT1,malt_c + malttr_c --> glc__D_c + maltttr_c,ok,ok,ok,ok,ok
AMALT2,malt_c + maltttr_c --> glc__D_c + maltpt_c,ok,ok,ok,ok,ok
AMALT3,malt_c + maltpt_c --> glc__D_c + malthx_c,ok,ok,ok,ok,ok
AMALT4,malt_c + malthx_c --> glc__D_c + malthp_c,ok,ok,ok,ok,ok
AMANAPEr,acmanap_c <=> acgam6p_c,ok,ok,ok,ok,ok
AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c,ok,ok,ok,ok,ok
AMID2,h2o_c + pad_c --> nh4_c + pac_c,ok,ok,ok,ok,ok
AMID4,ad_c + h2o_c --> ac_c + nh4_c,ok,ok,ok,ok,ok
AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,ok,ok,ok,ok,ok
AMMQT8_2,2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,ok,ok,ok,ok,ok
AMPD2,amp_c + h2o_c --> imp_c + nh3_c,ok,ok,ok,ok,ok
AMPEP1,gly_asn__L_c + h2o_c <=> asn__L_c + gly_c,ok,ok,ok,ok,ok
AMPEP10,gly_asp__L_c + h2o_c <=> asp__L_c + gly_c,ok,ok,ok,ok,ok
AMPEP11,gly_pro__L_c + h2o_c --> gly_c + h_c + pro__L_c,ok,ok,ok,ok,ok
AMPEP12,ala_gln_c + h2o_c <=> ala__L_c + gln__L_c,ok,ok,ok,ok,ok
AMPEP13,ala_L_asp__L_c + h2o_c <=> ala__L_c + asp__L_c,ok,ok,ok,ok,ok
AMPEP14,h2o_c + h_c + met_L_ala__L_c <=> ala__L_c + met__L_c,ok,ok,ok,ok,ok
AMPEP16,h2o_c + lysglugly_c --> glu__L_c + gly_c + lys__L_c,ok,ok,ok,ok,ok
AMPEP17,glyglygln_c + h2o_c --> gln__L_c + 2.0 gly_c,ok,ok,ok,ok,ok
AMPEP18,h2o_c + serglugly_c --> glu__L_c + gly_c + ser__L_c,ok,ok,ok,ok,ok
AMPEP2,ala_L_thr__L_c + h2o_c <=> ala__L_c + thr__L_c,ok,ok,ok,ok,ok
AMPEP3,gly_gln_c + h2o_c <=> gln__L_c + gly_c,ok,ok,ok,ok,ok
AMPEP4,alagly_c + h2o_c <=> ala__L_c + gly_c,ok,ok,ok,ok,ok
AMPEP5,ala_L_glu__L_c + h2o_c <=> ala__L_c + glu__L_c,ok,ok,ok,ok,ok
AMPEP6,ala_leu_c + h2o_c <=> ala__L_c + leu__L_c,ok,ok,ok,ok,ok
AMPEP7,ala_his_c + h2o_c <=> ala__L_c + his__L_c,ok,ok,ok,ok,ok
AMPEP8,gly_glu__L_c + h2o_c <=> glu__L_c + gly_c,ok,ok,ok,ok,ok
AMPEP9,gly_met_c + h2o_c <=> gly_c + met__L_c,ok,ok,ok,ok,ok
AMPMS2,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,ok,ok,ok,ok,ok
AMPN,amp_c + h2o_c --> ade_c + r5p_c,ok,ok,ok,ok,ok
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,ok,ok,ok,ok,ok
AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c,ok,ok,ok,ok,ok
AMPtex,amp_e <=> amp_p,ok,ok,ok,ok,ok
ANHGMtex,anhgm_e <=> anhgm_p,ok,ok,ok,ok,ok
ANHMK,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,ok,ok,ok,ok,ok
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,ok,ok,ok,ok,ok
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,ok,ok,ok,ok,ok
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,ok,ok,ok,ok,ok
AOXSr,ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c,ok,ok,ok,ok,ok
AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c,ok,ok,ok,ok,ok
AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c,ok,ok,ok,ok,ok
APCt6,apc_p + h_p --> apc_e + h_c,ok,ok,ok,ok,ok
APCtex,apc_e <=> apc_p,ok,ok,ok,ok,ok
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,ok,ok,ok,ok,ok
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,ok,ok,ok,ok,ok
APH140,h2o_c + ttdcap_c --> 2.0 h_c + pi_c + ttdca_c,ok,ok,ok,ok,ok
APH160,h2o_c + hdcap_c --> 2.0 h_c + hdca_c + pi_c,ok,ok,ok,ok,ok
APH181,h2o_c + ocdceap_c --> 2.0 h_c + ocdcea_c + pi_c,ok,ok,ok,ok,ok
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,ok,ok,ok,ok,ok
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,ok,ok,ok,ok,ok
APRTO2,aprut_c + h2o_c + o2_c --> h2o2_c + n4abutn_c + nh4_c,ok,ok,ok,ok,ok
APSR,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,ok,ok,ok,ok,ok
APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,ok,ok,ok,ok,ok
ARABDI,arab__D_c <=> rbl__D_c,ok,ok,ok,ok,ok
ARABRr,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c,ok,ok,ok,ok,ok
ARAI,arab__L_c <=> rbl__L_c,ok,ok,ok,ok,ok
ARAT,4met2obut_c + glu__L_c <=> akg_c + h_c + met__L_c,ok,ok,ok,ok,ok
ARBT6Pt,arbt6p_e <=> arbt6p_c,ok,ok,ok,ok,ok
ARBTpts,arbt_e + pep_c --> arbt6p_c + pyr_c,ok,ok,ok,ok,ok
ARBTptspp,arbt_p + pep_c --> arbt6p_c + pyr_c,ok,ok,ok,ok,ok
ARBTtex,arbt_e --> arbt_p,ok,ok,ok,ok,ok
ARBabc,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ARBt2r,arab__L_e + h_e --> arab__L_c + h_c,ok,ok,ok,ok,ok
ARBt2rpp,arab__L_p + h_p --> arab__L_c + h_c,ok,ok,ARBt3ipp,ok,ok
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,ok,ok,ARBt2rpp,ok,ok
ARBtex,arab__L_e <=> arab__L_p,ok,ok,ok,ok,ok
ARD_1,dhmtp_c + o2_c --> 4met2obut_c + for_c + h_c,ok,ok,ok,ok,ok
ARGDC,arg__L_c + h_c --> agm_c + co2_c,ok,ok,ok,ok,ok
ARGDCpp,arg__L_p + h_p --> agm_p + co2_p,ok,ok,ok,ok,ok
ARGDr,arg__L_c + h2o_c --> citr__L_c + nh4_c,ok,ok,ok,ok,ok
ARGORNt7pp,arg__L_p + orn_c <=> arg__L_c + orn_p,ok,ok,ok,ok,ok
ARGSL,argsuc_c <=> arg__L_c + fum_c,ok,ok,ok,ok,ok
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,ok,ok,ok,ok,ok
ARGabc,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ARGt3pp,arg__L_c + h_p --> arg__L_p + h_c,ok,ok,ok,ok,ok
ARGtex,arg__L_e <=> arg__L_p,ok,ok,ok,ok,ok
ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,ok,ok,ok,ok,ok
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,ok,ok,ok,ok,ok
ASCBpts,ascb__L_e + pep_c --> ascb6p_c + pyr_c,ok,ok,ok,ok,ok
ASCBptspp,ascb__L_p + pep_c --> ascb6p_c + pyr_c,ok,ok,ok,ok,ok
ASCBtex,ascb__L_e <=> ascb__L_p,ok,ok,ok,ok,ok
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,ok,ok,ok,ok,ok
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,ok,ok,ok,ok,ok
ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,ok,ok,ok,ok,ok
ASNabc,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ASNt2rpp,asn__L_p + h_p --> asn__L_c + h_c,ok,ok,ok,ok,ok
ASNtex,asn__L_e <=> asn__L_p,ok,ok,ok,ok,ok
ASO3t8pp,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c,ok,ok,ok,ok,ok
ASO3tex,aso3_e <=> aso3_p,ok,ok,ok,ok,ok
ASO4rt2rpp,aso4_p + h_p --> aso4_c + h_c,ok,ok,ok,ok,ok
ASO4tex,aso4_e <=> aso4_p,ok,ok,ok,ok,ok
ASP1DC,asp__L_c + h_c --> ala_B_c + co2_c,ok,ok,ok,ok,ok
ASPCT,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c,ok,ok,ok,ok,ok
ASPK,asp__L_c + atp_c <=> 4pasp_c + adp_c,ok,ok,ok,ok,ok
ASPO2,asp__L_c + nad_c --> 2.0 h_c + iasp_c + nadh_c,ok,ok,ok,ASPO2y;ASPO3;ASPO4;ASPO6,ok
ASPO2y,asp__L_c + nadp_c --> 2.0 h_c + iasp_c + nadph_c,ok,ok,ok,ASPO2;ASPO3;ASPO4;ASPO6,ok
ASPO3,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,ok,ok,ok,ASPO2;ASPO2y;ASPO4;ASPO6,ok
ASPO4,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,ok,ok,ok,ASPO2;ASPO2y;ASPO3;ASPO6,ok
ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c,ok,ok,ok,ok,ok
ASPO6,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,ok,ok,ok,ASPO2;ASPO2y;ASPO3;ASPO4,ok
ASPR,asp__D_c <=> asp__L_c,ok,ok,ok,ok,ok
ASPT,asp__L_c --> fum_c + nh4_c,ok,ok,ok,ok,ok
ASPTA,akg_c + asp__L_c <=> glu__L_c + oaa_c,ok,ok,ok,ok,ok
ASPabc,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,ok,ok,ok,ok,ok
ASPt2_2pp,asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,ok,ok,ASPt2_3pp;ASPt2pp,ok,ok
ASPt2_3pp,asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c,ok,ok,ASPt2_2pp;ASPt2pp,ok,ok
ASPt2pp,asp__L_p + h_p --> asp__L_c + h_c,ok,ok,ASPt2_2pp;ASPt2_3pp,ok,ok
ASPtex,asp__L_e <=> asp__L_p,ok,ok,ok,ok,ok
ASPtpp,asp__L_p <=> asp__L_c,ok,ok,ok,ok,ok
ASR,aso4_c + 2.0 gthrd_c + h_c --> aso3_c + gthox_c + h2o_c,ok,ok,ok,ok,ok
AST,arg__L_c + succoa_c --> coa_c + h_c + sucarg_c,ok,ok,ok,ok,ok
ATHRDHr,athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c,ok,ok,ok,ok,ok
ATPHs,atp_c + h2o_c + h_c --> itp_c + nh4_c,ok,ok,ok,ok,ok
ATPPRT,atp_c + prpp_c --> ppi_c + prbatp_c,ok,ok,ok,ok,ok
ATPS4rpp,adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,ok,ok,ok,ok,ok
BALAt2pp,ala_B_p + h_p --> ala_B_c + h_c,ok,ok,ok,ok,ok
BALAtex,ala_B_e <=> ala_B_p,ok,ok,ok,ok,ok
BCT1_syn,atp_c + h2o_c + hco3_p --> adp_c + h_c + hco3_c + pi_c,ok,ok,ok,ok,ok
BDH,bhb_c + nad_c <=> acac_c + h_c + nadh_c,ok,ok,ok,ok,ok
BETALDHx,betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c,ok,ok,ok,BETALDHy,ok
BETALDHy,betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c,ok,ok,ok,BETALDHx,ok
BGLA,cellb_c + h2o_c <=> 2.0 glc__D_c,ok,ok,ok,ok,ok
BGLA1,6pgg_c + h2o_c --> g6p_c + glc__D_c,ok,ok,ok,ok,ok
BG_CELLB,cellb_e + h2o_e --> 2.0 glc__D_e,ok,ok,ok,ok,ok
BG_MADG,h2o_e + madg_e --> glc__D_e + meoh_e,ok,ok,ok,ok,ok
BG_MBDG,h2o_e + mbdg_e --> glc__D_e + meoh_e,ok,ok,ok,ok,ok
BHBtpp,bhb_p + h_p --> bhb_c + h_c,ok,ok,ok,ok,ok
BPNT,h2o_c + pap_c --> amp_c + pi_c,ok,ok,ok,ok,ok
BTDD_RR,btd_RR_c + nad_c <=> actn__R_c + h_c + nadh_c,ok,ok,ok,ok,ok
BTNTe,btn_c <=> btn_e,ok,ok,ok,ok,ok
BTS4,amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c,ok,ok,ok,ok,ok
BUPN,cala_c + h2o_c + 2.0 h_c --> ala_B_c + co2_c + nh4_c,ok,ok,ok,ok,ok
BUTCT,accoa_c + but_c --> ac_c + btcoa_c,ok,ok,ok,ok,ok
BUTSO3abcpp,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,ok,ok,ok,ok,ok
BUTSO3tex,butso3_e <=> butso3_p,ok,ok,ok,ok,ok
BUTt4pp,but_p + na1_p --> but_c + na1_c,ok,ok,ok,ok,ok
BUTtex,but_e <=> but_p,ok,ok,ok,ok,ok
BZt,bz_e <=> bz_c,ok,ok,ok,ok,ok
BZt1pp,bz_p + h_p --> bz_c + h_c,ok,ok,ok,ok,ok
BZtex,bz_e <=> bz_p,ok,ok,ok,ok,ok
C4HP,34hpp_c + h_c <=> 4hoxpacd_c + co2_c,ok,ok,ok,ok,ok
CA2abc,atp_c + ca2_e + h2o_c --> adp_c + ca2_c + h_c + pi_c,ok,ok,CA2abc1,ok,ok
CA2abc1,atp_c + ca2_c + h2o_c --> adp_c + ca2_e + h_c + pi_c,ok,ok,CA2abc,ok,ok
CA2abcpp,atp_c + ca2_p + h2o_c --> adp_c + ca2_c + h_c + pi_c,ok,ok,ok,ok,ok
CA2t3pp,ca2_c + h_p --> ca2_p + h_c,ok,ok,ok,ok,ok
CA2tex,ca2_e <=> ca2_p,ok,ok,ok,ok,ok
CAT,2.0 h2o2_c --> 2.0 h2o_c + o2_c,ok,ok,ok,CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;NADHPO;THIORDXi,ok
CATpp,2.0 h2o2_p --> 2.0 h2o_p + o2_p,ok,ok,ok,ok,ok
CAt6pp,ca2_c + na1_p <=> ca2_p + na1_c,ok,ok,ok,ok,ok
CBMD,cbm_c + 2.0 h_c --> co2_c + nh4_c,ok,ok,ok,ok,ok
CBMKr,atp_c + co2_c + nh4_c <=> adp_c + cbp_c + 2.0 h_c,ok,ok,ok,ok,ok
CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,ok,ok,ok,ok,ok
CD2abcpp,atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c,ok,ok,ok,ok,ok
CD2t3pp,cd2_c + h_p --> cd2_p + h_c,ok,ok,ok,ok,ok
CD2t4pp,cd2_c + h_p + k_p --> cd2_p + h_c + k_c,ok,ok,ok,ok,ok
CD2t5,cd2_c + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok
CD2t6,cd2_p + h_p --> cd2_e + h_c,ok,ok,ok,ok,ok
CD2tex,cd2_e <=> cd2_p,ok,ok,ok,ok,ok
CD2tpp,cd2_p --> cd2_c,ok,ok,ok,ok,ok
CDAPPA120,cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c,ok,ok,ok,ok,ok
CDAPPA140,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c,ok,ok,ok,ok,ok
CDAPPA141,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c,ok,ok,ok,ok,ok
CDAPPA160,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c,ok,ok,ok,ok,ok
CDAPPA161,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c,ok,ok,ok,ok,ok
CDAPPA180,cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c,ok,ok,ok,ok,ok
CDAPPA181,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c,ok,ok,ok,ok,ok
CDGUNPD,cdigmp_c + h2o_c --> 5pg35pg_c + h_c,ok,ok,ok,ok,ok
CDPMEK,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,ok,ok,ok,ok,ok
CDPPH,cdp_c + h2o_c --> cmp_c + h_c + pi_c,ok,ok,ok,ok,ok
CELASEpp,cell4_p + h2o_p --> 2.0 cellb_p,ok,ok,ok,ok,ok
CELBpts,cellb_e + pep_c --> 6pgg_c + pyr_c,ok,ok,ok,ok,ok
CELLBpts_2,cellb_e + 2.0 h_c + pep_c --> cellb6p_c + pyr_c,ok,ok,ok,ok,ok
CELLS,h2o_c + 4.0 udpg_c --> cell4_p + 4.0 h_c + 4.0 udp_c,ok,ok,ok,ok,ok
CEPA,cellb_c + pi_c <=> g1p_c + glc__D_c,ok,ok,ok,ok,ok
CGLYabcpp,atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,ok,ok,ok,ok,ok
CGLYtex,cgly_e <=> cgly_p,ok,ok,ok,ok,ok
CHCOAL,atp_c + coa_c + pime_c --> amp_c + pmcoa_c + ppi_c,ok,ok,ok,ok,ok
CHLabc,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,ok,ok
CHLabcpp,atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,ok,ok,ok,ok,ok
CHLt2pp,chol_p + h_p --> chol_c + h_c,ok,ok,CHLt3pp,ok,ok
CHLt3pp,chol_c + h_p --> chol_p + h_c,ok,ok,CHLt2pp,ok,ok
CHLtex,chol_e <=> chol_p,ok,ok,ok,ok,ok
CHOLD,chol_c + nad_c --> betald_c + h_c + nadh_c,ok,ok,ok,ok,ok
CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c,ok,ok,ok,ok,ok
CHOLSabc_1,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,ok,ok,ok,ok,ok
CHORM,chor_c --> pphn_c,ok,ok,ok,ok,ok
CHORS,3psme_c --> chor_c + pi_c,ok,ok,ok,ok,ok
CHRPL,chor_c --> 4hbz_c + pyr_c,ok,ok,ok,ok,ok
CHTBSptspp,chtbs_p + pep_c --> chtbs6p_c + pyr_c,ok,ok,ok,ok,ok
CHTBStex,chtbs_e <=> chtbs_p,ok,ok,ok,ok,ok
CITACt,ac_c + cit_e <-- ac_e + cit_c,ok,ok,ok,ok,ok
CITL,cit_c --> ac_c + oaa_c,ok,ok,ok,ok,ok
CITt_kt,cit_p + h_p --> cit_c + h_c,ok,ok,ok,ok,ok
CITtex,cit_e <=> cit_p,ok,ok,ok,ok,ok
CITtupp,cit_p --> cit_c,ok,ok,ok,ok,ok
CLBtex,cellb_e <=> cellb_p,ok,ok,ok,ok,ok
CLPNH120pp,clpn120_p + h2o_p --> h_p + pa120_p + pg120_p,ok,ok,ok,ok,ok
CLPNH140pp,clpn140_p + h2o_p --> h_p + pa140_p + pg140_p,ok,ok,ok,ok,ok
CLPNH141pp,clpn141_p + h2o_p --> h_p + pa141_p + pg141_p,ok,ok,ok,ok,ok
CLPNH160pp,clpn160_p + h2o_p --> h_p + pa160_p + pg160_p,ok,ok,ok,ok,ok
CLPNH161pp,clpn161_p + h2o_p --> h_p + pa161_p + pg161_p,ok,ok,ok,ok,ok
CLPNH180pp,clpn180_p + h2o_p --> h_p + pa180_p + pg180_p,ok,ok,ok,ok,ok
CLPNH181pp,clpn181_p + h2o_p --> h_p + pa181_p + pg181_p,ok,ok,ok,ok,ok
